priority	ID	population	family	individual	alive2010	alive2011	alive2012	flowered2010	flowered2011	flowered2012	siliques2010	rosettes2010	diamf2010	siliques2010all	siliques2011	rosettes2011	diamf2011	siliques2011all	siliques2012	rosettes2012	diamf2012	siliques2012all	siliques20102012sumall			
1	PEP1-44	PEP1	1	44	1	0	0	0	NA	NA	0	3	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-45	PEP1	1	45	1	1	0	1	1	0	14	3	5	14	3	1	1	3	0	0	NA	0	17			
1	PEP1-46	PEP1	1	46	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-47	PEP1	1	47	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-48	PEP1	1	48	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-49	PEP1	1	49	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-50	PEP1	1	50	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-51	PEP1	1	51	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-52	PEP1	1	52	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-53	PEP1	1	53	1	0	0	0	NA	NA	0	3	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-54	PEP1	1	54	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-55	PEP1	1	55	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-56	PEP1	1	56	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-57	PEP1	1	57	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-58	PEP1	1	58	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-59	PEP1	1	59	1	0	0	0	NA	NA	0	5	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-60	PEP1	1	60	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-61	PEP1	1	61	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-62	PEP1	1	62	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-63	PEP1	1	63	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-64	PEP1	1	64	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-65	PEP1	1	65	1	0	0	0	NA	NA	0	1	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-66	PEP1	1	66	1	0	0	1	NA	NA	4	3	3	4	0	0	NA	0	0	0	NA	0	4			
1	PEP1-67	PEP1	1	67	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-68	PEP1	1	68	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-69	PEP1	1	69	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-70	PEP1	1	70	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-71	PEP1	1	71	1	1	1	1	1	0	2	0	1	2	249	3	2	249	0	0	0	0	251			
1	PEP1-72	PEP1	1	72	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-73	PEP1	1	73	1	0	0	0	NA	NA	0	1	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-74	PEP1	1	74	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-75	PEP1	1	75	1	1	0	1	1	NA	2	3	5	2	157	7	5	157	0	0	0	0	159			
1	PEP1-76	PEP1	1	76	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-77	PEP1	1	77	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-78	PEP1	1	78	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-79	PEP1	1	79	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-80	PEP1	1	80	1	0	0	1	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-81	PEP1	1	81	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-82	PEP1	1	82	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-83	PEP1	1	83	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-84	PEP1	1	84	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-85	PEP1	1	85	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-86	PEP1	1	86	1	0	0	0	NA	NA	0	7	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-87	PEP1	1	87	1	1	1	1	1	0	5	0	1	5	417	7	3	417	0	0	0	0	422			
1	PEP1-88	PEP1	1	88	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-89	PEP1	1	89	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-90	PEP1	1	90	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-91	PEP1	1	91	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-92	PEP1	1	92	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-93	PEP1	1	93	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-94	PEP1	1	94	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-95	PEP1	1	95	1	0	0	0	NA	NA	0	3	4	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-96	PEP1	1	96	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-97	PEP1	1	97	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-98	PEP1	1	98	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-99	PEP1	1	99	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-100	PEP1	1	100	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-1	Paj	1	1	1	1	1	0	1	1	0	1	4	0	106	NA	NA	106	520	8	10	520	626			
1	PM-2	Paj	1	2	1	1	1	0	1	1	0	9	10	0	297	NA	NA	297	1455	30	22	1455	1752			
1	PM-3	Paj	1	3	1	1	1	0	1	1	0	1	3	0	353	NA	NA	353	1728	0	24	1728	2081			
1	PM-4	Paj	1	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-5	Paj	1	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-6	Paj	1	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-7	Paj	1	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-8	Paj	1	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-9	Paj	1	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-10	Paj	1	10	1	0	0	0	NA	NA	0	5	5	0	0	0	NA	0	0	0	NA	0	0			
1	PM-11	Paj	1	11	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-12	Paj	1	12	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-13	Paj	1	13	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-14	Paj	1	14	1	1	1	0	1	1	0	7	9	0	764	12	8	764	1564	15	25	1564	2328			
1	PM-15	Paj	1	15	1	1	1	0	1	1	0	1	5	0	50	5	6	50	1279	3	12	1279	1329			
1	PM-16	Paj	1	16	1	1	1	0	1	1	0	2	9	0	1546	5	14	1546	150	7	6	150	1696			
1	PM-17	Paj	1	17	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-18	Paj	1	18	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-19	Paj	1	19	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-20	Paj	1	20	1	1	1	0	1	1	0	1	4	0	252	4	2	252	624	8	11	624	876			
1	PM-21	Paj	1	21	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-22	Paj	1	22	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-23	Paj	1	23	1	1	0	0	1	1	0	3	3	0	169	6	3	169	736	0	NA	736	905			
1	PM-24	Paj	1	24	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-25	Paj	1	25	1	1	0	0	1	1	0	2	7	0	652	8	2	652	1583	0	NA	1583	2235			
1	PM-26	Paj	1	26	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-27	Paj	1	27	1	1	1	0	1	1	0	1	4	0	75	3	2	75	298	NA	NA	298	373			
1	PM-28	Paj	1	28	1	1	1	0	1	NA	0	2	1	0	13	1	2	13	0	NA	NA	0	13			
1	PM-29	Paj	1	29	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-30	Paj	1	30	1	1	0	0	1	NA	0	4	7	0	506	8	2	506	0	0	NA	0	506			
1	PM-31	Paj	1	31	1	1	1	0	1	1	0	1	3	0	435	0	1,5	435	1374	NA	NA	1374	1809			
1	PM-32	Paj	1	32	1	1	1	0	1	1	0	1	3	0	19	4	2	19	405	NA	NA	405	424			
1	PM-33	Paj	1	33	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-34	Paj	1	34	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-35	Paj	1	35	1	1	1	0	1	1	0	2	5	0	987	7	7	987	2400	NA	NA	2400	3387			
1	PM-36	Paj	1	36	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-37	Paj	1	37	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-38	Paj	1	38	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-39	Paj	1	39	1	1	1	0	1	1	0	1	3	0	89	7	3	89	550	NA	NA	550	639			
1	PM-40	Paj	1	40	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-41	Paj	1	41	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-42	Paj	1	42	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-43	Paj	1	43	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-44	Paj	1	44	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-45	Paj	1	45	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-46	Paj	1	46	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-47	Paj	1	47	1	1	1	0	1	1	0	4	6	0	617	9	7	617	1210	35	18	1210	1827			
1	PM-48	Paj	1	48	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-49	Paj	1	49	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-50	Paj	1	50	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-51	Paj	1	51	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PM-52	Paj	1	52	1	1	0	0	1	NA	NA	1	5	0	203	3	1,5	203	0	0	NA	0	203			
1	PM-53	Paj	1	53	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-54	Paj	1	54	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-55	Paj	1	55	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-56	Paj	1	56	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-57	Paj	1	57	1	1	1	0	1	1	0	7	5	0	202	8	5	202	201	28	10	201	403			
1	PM-58	Paj	1	58	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-59	Paj	1	59	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-60	Paj	1	60	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-61	Paj	1	61	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-62	Paj	1	62	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-63	Paj	1	63	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-64	Paj	1	64	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-65	Paj	1	65	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-66	Paj	1	66	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-67	Paj	1	67	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-68	Paj	1	68	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-69	Paj	1	69	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-70	Paj	1	70	1	1	1	0	1	1	0	1	3	0	207	13	11	207	1122	35	18	1122	1329			
1	PM-71	Paj	1	71	1	1	1	0	1	1	0	3	5	0	210	11	9	210	1400	10	24	1400	1610			
1	PM-72	Paj	1	72	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-73	Paj	1	73	1	1	1	0	1	1	0	1	4	0	353	1	3	353	661	30	14	661	1014			
1	PM-74	Paj	1	74	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-75	Paj	1	75	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-76	Paj	1	76	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-77	Paj	1	77	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-78	Paj	1	78	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-79	Paj	1	79	1	1	0	0	1	NA	0	2	2	0	8	1	1	8	0	0	NA	0	8			
1	PM-80	Paj	1	80	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-81	Paj	1	81	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-82	Paj	1	82	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-83	Paj	1	83	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-84	Paj	1	84	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-85	Paj	1	85	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-86	Paj	1	86	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-87	Paj	1	87	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-88	Paj	1	88	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-89	Paj	1	89	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-90	Paj	1	90	1	0	0	0	NA	NA	0	2	5	0	0	0	NA	0	0	0	NA	0	0			
1	PM-91	Paj	1	91	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-92	Paj	1	92	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-93	Paj	1	93	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-94	Paj	1	94	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-95	Paj	1	95	1	0	0	0	NA	NA	0	5	2	0	0	0	NA	0	0	0	NA	0	0			
1	PM-96	Paj	1	96	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PM-97	Paj	1	97	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-98	Paj	1	98	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PM-99	Paj	1	99	1	1	1	0	1	1	0	1	6	0	701	5	11	701	1002	10	16	1002	1703			
1	PM-100	Paj	1	100	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
